stressor,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Domestic Extraction Used - Primary Crops - Blueberries,154.62499999999997,156.20399999999998,171.409,156.254,230.33699999999996,256.60699999999997,259.006,245.119,270.793,264.688,264.609,299.618,296.89899999999994,310.268,333.69899999999996,324.005,361.137,400.84599999999995,420.37899999999996
"Domestic Extraction Used - Primary Crops - Brazil nuts, with shell",64.36800000000001,47.806,52.486000000000004,46.417,68.728,79.88199999999999,78.04599999999999,76.247,77.94,80.581,88.556,85.127,89.161,91.401,101.435,105.067,110.342,107.225,107.61999999999999
"Domestic Extraction Used - Primary Crops - Broad beans, horse beans, dry",3583.3620000002993,3649.4670000003007,3373.5980000001996,3759.3710000003002,3514.4090000004003,3722.0240000000003,4139.665,4307.215,4524.561,4291.244,4426.495000000001,4080.545,3882.84,4258.7080000000005,4288.920000000001,4167.451000000001,4419.747,4564.77,3503.299
Domestic Extraction Used - Primary Crops - Buckwheat,3470.868,3271.5249999999996,3694.7900000000004,3100.2639999999997,2788.5040000000004,3778.6900000000005,2593.726,1818.1779999999999,2581.375,2308.687,2085.1369999999997,1940.1619999999998,2376.3179999999993,2226.3390000000004,1800.466,1457.9710000000002,2267.621,2287.8770000000004,2347.558
Domestic Extraction Used - Primary Crops - Cabbages,45283.45500000282,48433.37399999595,49021.268999996166,50169.64700000288,53513.03300002251,75850.73400000001,72316.62700000001,69472.80600000001,69235.55,67621.211,66599.015,65697.94600000001,62319.59799999999,65495.098000000005,66236.392,66445.25000000001,71139.709,70284.446,71436.60000000002
Domestic Extraction Used - Primary Crops - Canary Seed,216.382,347.375,166.47499999999997,307.289,217.03400000000002,215.06300000000002,151.06,225.49899999999997,292.008,377.92600000000004,296.35699999999997,193.60500000000002,216.471,258.716,253.218,227.79600000000002,171.14999999999998,217.271,233.39899999999997
Domestic Extraction Used - Primary Crops - Carobs,240.21,254.09199999999998,237.54999999999998,241.19199999999998,228.15599999999998,221.495,171.257,200.869,170.664,196.79399999999998,170.73600000000002,168.947,173.57999999999998,174.01100000000002,164.73399999999998,170.552,181.171,166.848,145.389
Domestic Extraction Used - Primary Crops - Carrots,16682.2829999877,17961.235000024702,19108.264000018902,19197.7879999775,20168.899999985,21444.953,21958.416999999998,22589.435999999998,25170.061,25987.362000000005,27574.227,28789.763000000006,29709.751,32992.151,33384.719,33660.615999999995,36188.854,36948.41000000001,37226.639
"Domestic Extraction Used - Primary Crops - Cashew nuts, with shell",1278.201,1374.4470000000001,1509.211,1412.677,1831.726,2049.713,2065.125,2361.834,2591.81,2919.362,3212.619,3530.781,3698.219,4038.969,4029.349,3966.0989999999997,4401.030000000001,4354.112,4439.960000000001
Domestic Extraction Used - Primary Crops - Cashewapple,1758.159,1814.213,1868.0,1627.062,1677.373,1653.7340000000002,1759.489,1799.267,1801.1350000000002,1816.3120000000001,1847.01,1849.605,1904.667,1887.5600000000002,1831.3000000000002,1903.7610000000002,1984.613,2002.005,2001.9050000000002
Domestic Extraction Used - Primary Crops - Cassava,162039.184,158395.894,161768.017,162533.915,169483.102,176142.12099999998,181698.14299999998,184185.61200000002,192190.11,204128.00400000002,206168.15999999997,223199.405,227796.512,233501.371,237436.347,243052.52,255395.702,266128.407,276762.059
Domestic Extraction Used - Primary Crops - Cassava leaves,40.0,41.0,42.0,43.0,44.0,45.0,46.0,47.0,48.557,50.274,52.0,61.867,64.857,67.494,68.843,85.0,85.0,85.0,85.0
Domestic Extraction Used - Primary Crops - Castor oil seed,1086.4189999999999,1259.573,1205.9099999999996,1197.952,1141.2060000000001,1375.7299999999998,1116.521,965.8169999999999,1249.4230000000002,1295.7639999999997,1500.06,1167.6499999999996,1451.737,1623.0400000000002,1411.6839999999997,1734.559,2734.518000000001,2259.313,1865.447
Domestic Extraction Used - Primary Crops - Cauliflower,11903.038000000002,13260.167999999998,13809.059000000001,13634.876000000002,14098.536999999998,14991.100000000002,15113.258000000002,15715.445,16458.322,17065.515,16615.457,17795.215999999997,18348.035,18816.126,19767.53,20206.099000000002,20996.502999999997,21579.576000000005,22278.858
Domestic Extraction Used - Primary Crops - Cereals nec,1757.7309999999998,2421.433,2759.123,2097.483,2502.1040000000003,2457.471,2686.64,2544.739,2967.265,3147.782,4182.285,3388.4039999999995,3947.101,3948.6319999999996,4710.59,5118.244,5145.032,5725.514,6676.724
Domestic Extraction Used - Primary Crops - Cherries,1628.6040000003,1796.5290000031,1636.4279999998798,1638.1830000004004,1822.2980000004,1902.858,1824.429,1676.2780000000002,1720.907,1703.1249999999998,1852.47,1865.6309999999996,1959.4720000000002,1847.3609999999999,2193.691,2072.4480000000003,2135.1979999999994,2258.001,2294.455000000001
Domestic Extraction Used - Primary Crops - Chestnuts,680.229,681.724,793.8770000000001,834.7310000000001,888.0120000000001,943.2340000000002,943.2120000000001,1037.692,1119.1420000000003,1250.818,1367.2359999999999,1493.1560000000002,1591.2469999999994,1791.43,1899.2549999999999,1964.598,1935.232,2002.81,2009.487
Domestic Extraction Used - Primary Crops - Chick peas,9133.705999999996,8087.188,8311.65,8865.606,9430.945,8009.162000000001,6965.42,8292.629,7110.980000000001,8383.469,8436.409,8458.75,9761.252999999999,8604.928,10429.862000000001,11061.328000000001,11752.104,11621.828999999998,13118.699
Domestic Extraction Used - Primary Crops - Chicory Roots,478.8750000000001,710.657,782.0720000000002,657.162,909.7760000000001,1059.8949999999998,900.3709999999999,920.912,1002.034,1085.6840000000002,968.0279999999999,658.4809999999998,643.1140000000001,681.015,777.4579999999999,646.7700000000001,602.1489999999998,507.9690000000001,498.209
"Domestic Extraction Used - Primary Crops - Chillies and peppers, dry",1971.401,2260.852,2094.771,2316.634,2387.738,2496.056,2577.7520000000004,2442.6360000000004,2824.845,2823.2079999999996,2836.762,2957.59,3088.656,3180.5959999999995,3103.3540000000003,3129.418,3338.8759999999997,3404.219,3458.634
"Domestic Extraction Used - Primary Crops - Chillies and peppers, green",15212.172999999997,16458.206,17324.593,18519.971,19420.762,20785.528,21353.331,22437.929999999997,24237.512000000006,24641.040000000005,25260.185000000005,26601.108,27313.426999999996,27954.512000000006,28760.150999999998,29325.791999999994,29747.128000000008,30806.263000000003,31131.226000000002
Domestic Extraction Used - Primary Crops - Cinnamon,81.319,86.803,85.382,90.637,92.11699999999999,101.41499999999999,100.17299999999997,110.823,132.80899999999997,172.171,175.60500000000002,174.71899999999997,190.26,193.31400000000002,201.045,189.236,196.274,198.442,199.64700000000002
Domestic Extraction Used - Primary Crops - Citrus Fruit nec,4855.444,5055.308,5402.128,5627.21,6704.717,6577.453,6883.6810000000005,7029.495999999999,7324.556,7815.08,8138.216,7420.34,9905.522,10560.02,11942.276,12300.883,10908.826,12059.412,11992.686000000002
Domestic Extraction Used - Primary Crops - Cloves,108.148,87.02000000000001,81.32600000000001,92.362,80.051,86.089,99.965,108.83,153.072,110.193,105.148,88.684,109.485,98.57400000000001,110.42100000000002,127.471,110.332,138.846,137.39800000000002
Domestic Extraction Used - Primary Crops - Cocoa Beans,2991.303,3246.173,3015.2799999999997,3311.5719999999997,2973.8849999999998,3373.428,3218.281,3320.679,3702.468,4069.09,4044.229,4301.335,3899.9300000000003,4265.737,4211.966,4341.352999999999,4627.339,4645.682,4585.552
Domestic Extraction Used - Primary Crops - Coconuts,49668.562999999995,48687.816000000006,50099.85699999999,49119.49,49358.742,51193.16500000001,51925.16499999999,53501.99,54195.192,55035.075000000004,57447.031,57870.111000000004,61906.73100000001,60408.502,61381.382000000005,60295.78799999999,58933.638999999996,62213.002,62450.193
"Domestic Extraction Used - Primary Crops - Coffee, Green",5532.059,6212.939,5992.638,6633.826,6789.53,7613.342000000001,7389.74,7980.9540000000015,7095.678,7918.237000000001,7451.701,8153.497000000001,8142.133000000001,8499.041000000001,7788.621999999999,8467.72,8394.802,9209.760999999999,8920.839
Domestic Extraction Used - Primary Crops - Coir,1011.19,1042.99,983.61,931.1199999999999,970.99,945.09,915.59,904.08,1006.35,953.2099999999999,994.55,1023.66,1082.66,1055.914,1114.845,1112.02,1086.6399999999999,1132.52,1205.62
Domestic Extraction Used - Primary Crops - Cotton Lint,19600.756999999998,19287.301,19036.595,18159.438000000002,18204.281000000003,18508.339,21073.445000000003,18887.631,19467.224,24533.621999999992,24483.044,24502.093,25049.631,22458.809999999998,20876.764,23590.551000000003,26130.212000000003,26531.75,24543.552
Domestic Extraction Used - Primary Crops - Cottonseed,35610.772000000004,34457.17099999999,34013.651,32527.234999999997,33193.296,33287.144,37716.566,33711.193999999996,35035.60499999999,44406.74599999999,43734.254,44812.658,46300.69999999999,42100.10799999999,38734.007999999994,43313.229999999996,50747.719000000005,51425.130000000005,47076.69000000001
"Domestic Extraction Used - Primary Crops - Cow peas, dry",2670.781,2985.686,2926.028,3848.644,3604.756,3267.381,3852.229,4097.104,4374.6140000000005,4145.003,4736.081,5179.109,5262.517,6199.892999999999,4896.535,6913.3279999999995,4777.358,8366.236,6224.697999999999
Domestic Extraction Used - Primary Crops - Cranberries,230.761,242.22199999999998,291.18199999999996,291.25199999999995,331.09900000000005,301.13500000000005,286.34000000000003,318.778,339.586,354.587,359.059,400.67800000000005,374.361,440.96,412.859,397.619,449.351,505.16900000000004,540.259
Domestic Extraction Used - Primary Crops - Cucumbers and Gherkins,24016.48,25771.168000000005,27095.284000000003,28600.278000000002,30797.007999999994,38218.717,39626.26,42857.186,43729.194,43414.51899999999,46402.30300000001,50079.954,54161.79599999999,58522.273000000016,60884.535,62610.423999999985,66267.023,69298.37099999998,71365.574
Domestic Extraction Used - Primary Crops - Currants,632.597,672.6239999999999,613.83,634.8090000000001,634.771,690.5120000000002,733.788,729.0500000000001,771.2339999999999,780.7389999999999,762.69,773.874,714.6919999999999,671.9530000000001,689.6350000000001,654.4849999999999,663.807,662.2040000000001,706.91
Domestic Extraction Used - Primary Crops - Dates,4847.34,5015.164,5085.518,5728.148999999999,5945.126,6500.028,6756.119,6723.118,6670.862,6619.884,6549.132,6705.01,7203.0380000000005,7066.767,7224.396000000001,7557.553,7210.159,7460.195,7627.624
Domestic Extraction Used - Primary Crops - Eggplants,18256.618,19725.972,20652.155,23128.598,26649.524999999998,27409.763,27204.283000000003,29537.382000000005,29713.420000000002,31005.133,32075.890000000003,33039.501,37620.115999999995,39809.352000000006,43169.78400000001,44282.875,45625.28499999999,47721.840000000004,49418.212
Domestic Extraction Used - Primary Crops - Fibre Crops nes,268.772,281.59,308.001,303.243,299.473,272.639,281.15,279.545,286.32599999999996,280.05999999999995,287.232,297.098,300.603,276.231,243.426,244.055,266.15999999999997,267.739,269.355
Domestic Extraction Used - Primary Crops - Figs,1174.8329999999999,1128.254,1093.031,1123.627,1181.2640000000001,1091.575,1009.363,1108.147,1020.3970000000002,1025.4049999999997,1102.361,1215.783,1023.5819999999999,1092.165,1174.52,1111.261,1082.7369999999999,1098.868,1117.452
Domestic Extraction Used - Primary Crops - Flax Fibre and Tow,743.145,589.538,427.3160000000001,408.74899999999997,501.251,526.364,622.645,781.762,786.35,1013.105,1009.3750000000001,662.88,542.087,529.352,323.79699999999997,296.065,259.896,331.0519999999999,303.113
Domestic Extraction Used - Primary Crops - Fonio,210.379,213.944,223.106,235.109,258.636,317.717,312.749,316.142,328.334,335.591,369.617,366.858,372.624,482.872,505.183,570.421,585.461,587.27,587.007
Domestic Extraction Used - Primary Crops - Fruit Fresh Nes,19477.263,20764.353,21399.273,24724.512000000002,23621.510000000002,23327.32,24483.113,25194.611000000004,26054.690000000006,25513.737,26481.323000000004,27633.350000000002,27323.034,28813.334,29484.082000000002,30085.701,31318.364,32338.571,33519.326
"Domestic Extraction Used - Primary Crops - Fruit, tropical fresh nes",12559.646,14280.261,12288.209,11429.526999999998,12224.560000000001,14175.173,14824.661,16068.158000000001,16940.477000000003,18191.962,18154.833000000002,17585.313000000002,18324.005,18700.591,19733.907,19455.155000000006,21365.425999999996,21699.57,22149.052
Domestic Extraction Used - Primary Crops - Garlic,8496.147,8968.005000000001,8910.160000000002,9127.891,9731.266000000001,11088.572000000002,11489.201,12570.576000000001,13685.641,14463.095000000003,15065.78,15323.431999999999,20085.075999999994,22790.482999999997,22033.858999999997,22558.017000000007,23067.724000000002,23429.861,24255.302000000003
Domestic Extraction Used - Primary Crops - Ginger,742.3820000000001,844.1889999999999,891.886,973.1569999999999,1009.863,1017.1010000000001,1108.079,1110.328,1247.0140000000001,1226.1659999999997,1361.3179999999998,1472.5769999999998,1581.5700000000002,1596.3849999999998,1643.4550000000002,1692.5810000000001,2335.062,2035.073,2140.451
Domestic Extraction Used - Primary Crops - Gooseberries,186.04999999999998,184.12,168.94,175.86900000000003,184.41099999999997,193.57899999999998,192.35099999999997,165.19299999999998,172.41,182.96,181.75500000000002,180.311,187.399,168.38400000000001,168.39700000000005,142.322,161.565,161.19300000000004,162.601
Domestic Extraction Used - Primary Crops - Grapefruit and Pomelos,5309.865,5332.677,5541.945000000001,5231.46,5275.154,5774.457,5456.776,5364.097000000001,5301.014999999999,5447.487,4543.809,5036.076,7149.6050000000005,7480.7959999999985,7483.669999999999,7533.360000000001,7906.136999999999,8083.621,8453.447
Domestic Extraction Used - Primary Crops - Grapes,55975.455999995786,59091.0890000002,58429.13100000029,57038.163000002794,60944.283999998705,64847.90099999999,61431.114,61980.255,63549.96500000001,67710.308,67402.418,67247.597,65413.51900000001,67452.04000000001,68342.09400000001,67543.86099999999,70041.901,68602.22099999999,77181.12199999999
Domestic Extraction Used - Primary Crops - Groundnuts in Shell,28617.503,31152.700999999997,29405.046,33828.82,31897.178999999996,34741.481999999996,35894.543999999994,33148.968,36334.067,36483.431,38553.985,33376.717000000004,37154.451,38504.777,37166.758,42736.261000000006,40470.922,40799.561,45654.289000000004
Domestic Extraction Used - Primary Crops - Hazelnuts,682.6559999999998,652.376,633.6350000000001,802.486,780.8439999999999,676.847,878.0550000000001,832.551,679.4660000000001,615.0240000000001,758.629,964.015,814.5000000000001,1069.1750000000002,775.146,854.918,742.1460000000001,915.846,858.6970000000001
Domestic Extraction Used - Primary Crops - Hemp Fibre and Tow,57.836,65.867,73.506,79.92900000000002,70.94000000000001,58.318000000000005,56.163000000000004,78.11,69.824,72.79299999999999,80.164,114.77000000000001,77.079,59.989999999999995,47.529,45.969,51.480999999999995,55.24499999999999,56.423
Domestic Extraction Used - Primary Crops - Hempseed,34.295,32.117,34.429,35.64199999999999,38.997,39.088,42.736,62.602,68.58500000000001,89.66499999999999,101.13100000000001,105.00800000000001,114.862,90.44900000000001,88.679,58.127999999999986,57.938,90.59600000000002,67.79500000000002
Domestic Extraction Used - Primary Crops - Hops,141.137,141.524,129.503,118.151,120.077,121.623,125.88799999999998,126.57400000000003,114.354,118.545,118.22200000000001,111.10799999999999,126.34,142.71800000000002,142.018,126.891,130.27599999999998,115.60699999999999,109.77699999999999
Domestic Extraction Used - Primary Crops - Jojoba Seeds,0.006,0.351,0.399,0.217,0.248,0.2,0.096,0.062,0.279,0.279,0.093,0.063,0.093,0.095,0.078,0.105,0.115,0.125,0.125
Domestic Extraction Used - Primary Crops - Jute and Jute-like Fibres,2416.509,2988.2190000000005,3204.122,2636.332,2594.995,2664.3559999999998,2933.626,2863.035,2798.567,2562.784,2766.596,2870.46,2823.6710000000003,2691.315,3045.0890000000004,2828.5329999999994,3583.1560000000004,3455.7189999999996,3422.6650000000004
Domestic Extraction Used - Primary Crops - Kapok Fibre,116.706,123.59,124.60000000000001,123.0,124.5,130.256,130.099,126.306,135.287,107.495,100.32,100.466,88.241,87.03399999999999,88.53999999999999,84.1,103.1,103.1,101.3
Domestic Extraction Used - Primary Crops - Karite Nuts,694.646,661.299,704.246,704.027,719.844,709.915,716.238,714.794,768.697,772.379,818.92,737.2,775.176,812.54,737.733,718.391,677.918,680.31,660.43
Domestic Extraction Used - Primary Crops - Kiwi Fruit,890.809,959.157,867.8929999999999,876.568,911.5550000000001,1871.8690000000004,1934.31,2021.362,1977.936,2251.1259999999997,2281.0209999999997,2390.4339999999997,2459.9999999999995,2561.3549999999996,2677.173,2718.7309999999998,2792.7729999999997,2865.1730000000007,3261.474
Domestic Extraction Used - Primary Crops - Kolanuts,196.102,196.149,219.705,246.295,225.655,216.589,220.566,221.692,206.763,219.621,233.322,220.939,229.997,256.83,291.574,279.762,297.042,294.745,293.745
Domestic Extraction Used - Primary Crops - Leeks and other Alliac. Veg.,1692.6429999519996,1645.6470000064003,1588.1370000021002,1571.8909999792997,1695.8309999614996,1614.9089999999997,1548.9090000000003,1588.471,1674.03,1860.5520000000001,2008.7099999999998,2113.0969999999998,2024.584,2095.5030000000006,2111.256000000001,2102.574,2112.091,2178.048,2121.589
"Domestic Extraction Used - Primary Crops - Leguminous vegetables, nes",977.1129999999999,1038.813,1043.256,1062.363,1139.5,1073.209,1116.702,1162.6709999999998,1447.64,1608.9920000000002,1499.228,1526.083,1479.042,1579.7530000000002,1799.1509999999998,1733.354,1607.841,1561.2640000000001,1647.666
Domestic Extraction Used - Primary Crops - Lemons and Limes,8669.01,9166.55,9785.854000000001,9825.572,10583.249,11390.771999999999,12147.724000000002,12297.223000000002,12632.052000000001,12299.799,12337.81,13665.835,16251.945999999998,17159.314,17251.629999999997,15003.911,15166.833999999999,15054.397,15191.482999999998
Domestic Extraction Used - Primary Crops - Lentils,2850.8610000000003,2747.769,2748.241,2783.219,2886.1799999999994,3369.445,3252.102,2884.2789999999995,2980.187,3588.7910000000006,4035.716,3338.487000000001,3297.7910000000006,2824.688,3931.8239999999996,4722.7739999999985,4428.331,4699.19,4975.620999999999
Domestic Extraction Used - Primary Crops - Lettuce,14237.2229999961,15069.664999981702,16009.599000033098,15925.750000045302,16916.429999974996,18275.792,18576.991,20106.563999999995,21396.732000000004,22331.191999999995,22358.139999999992,23413.323999999993,23670.66800000001,23746.893,23898.805000000008,24455.52599999999,25056.971999999998,25545.999,24896.115
Domestic Extraction Used - Primary Crops - Linseed,2524.471,2477.6330000000003,2277.4339999999997,2741.886,2694.7379999999994,2013.2430000000002,1875.277,1922.421,2087.064,1912.831,2757.3899999999994,2519.100999999999,1664.6609999999998,1990.1010000000003,2184.369,1829.8990000000001,2113.026,2077.274,2305.369
Domestic Extraction Used - Primary Crops - Lupins,1715.7230000000002,1679.658,1708.2049999999997,1845.215,2104.3160000000003,1225.897,1386.994,885.6650000000001,1434.6119999999999,1243.1440000000002,1626.2450000000001,757.6469999999998,932.689,976.921,883.913,1032.7549999999999,1106.8,1290.222,785.5959999999999
Domestic Extraction Used - Primary Crops - Maize,517296.4290000009,589270.7440000015,585513.2650000013,615803.9439999542,607177.5780000229,592479.3750000001,615533.6449999999,604872.05,645164.9930000001,728971.03,713682.3109999999,706846.59,790115.3939999999,830611.2729999999,820202.617,851257.0249999999,887664.9339999998,877924.2259999998,1018111.9569999998
"Domestic Extraction Used - Primary Crops - Maize, green",8432.48,8764.832,8995.044999999998,9113.489,9251.374,9494.799,9694.622000000001,9475.787,9898.367,9704.696000000002,9630.590000000002,9454.829999999998,9590.091,9565.473,9576.609,9265.238000000001,9409.066,9963.515,9776.132
"Domestic Extraction Used - Primary Crops - Mangoes, mangosteens, guavas",22550.577999999998,23504.379,23691.822000000004,22669.056999999997,23567.493000000002,24715.327,24920.263,26216.952999999998,29725.540999999997,29717.784,31625.684999999998,33849.875,34862.638,35622.501,34883.597,37139.457,39259.44,41068.89,43300.068999999996
Domestic Extraction Used - Primary Crops - Mate,571.796,549.077,654.8009999999999,777.673,839.838,865.762,1024.675,935.115,875.7439999999999,731.9259999999999,768.9110000000001,800.563,815.9739999999999,749.248,748.351,766.518,778.1030000000001,815.7909999999999,846.47
Domestic Extraction Used - Primary Crops - Melonseed,559.196,577.444,543.0400000000001,614.91,536.0509999999999,604.5409999999999,623.3710000000001,644.102,676.156,708.84,756.2810000000001,730.6429999999999,735.554,728.9810000000001,647.107,759.6059999999999,796.012,787.969,779.705
Domestic Extraction Used - Primary Crops - Millet,25671.468,28629.673000000003,27531.628000000004,29033.007,27316.108,27668.802999999996,28960.822,23918.558,34814.10499999999,29627.881999999998,30986.849000000006,31914.798000000003,33589.405000000006,34429.033,26073.630999999998,32607.751000000004,27283.377000000004,26628.546000000002,29864.146999999997
Domestic Extraction Used - Primary Crops - Mixed Grain,5234.517,5051.840999999999,5622.965,5635.103999999999,5135.3550000000005,4305.553,5179.383,4937.227,4752.823,5492.413999999999,4947.242000000001,4438.080999999999,5172.173,4531.741999999999,4543.9,3839.955999999999,3966.5930000000003,4499.561999999998,3840.457
Domestic Extraction Used - Primary Crops - Mushrooms,2780.609000002534,2926.46500000237,3090.0960000035107,3566.618999995041,3899.59300000076,4210.714000000001,4531.488,4732.118999999999,4908.542,5280.453,5293.001,5545.268999999999,5989.662,6824.047999999999,7207.433,7391.978000000001,8427.222000000002,9593.209000000004,9926.966000000002
Domestic Extraction Used - Primary Crops - Mustard Seed,486.66600000000005,475.702,533.822,581.0,626.859,494.28900000000004,392.84099999999995,519.543,706.5070000000001,807.447,565.5369999999999,458.68699999999995,407.628,528.572,704.565,626.695,600.158,514.121,570.1929999999999
Domestic Extraction Used - Primary Crops - Natural Rubber,6326.923000000001,6535.975,6643.274999999999,6648.3460000000005,6738.746000000001,6947.474999999999,7293.152999999999,7518.442000000001,8186.227999999999,8942.097,9219.734,9989.216000000002,10141.574999999999,10228.741000000002,9758.036000000002,10326.154,11098.893999999998,11570.089999999998,11965.846000000001
"Domestic Extraction Used - Primary Crops - Nutmeg, mace and cardamoms",64.15199999999999,70.49300000000001,70.254,63.476,56.235,67.97500000000001,72.04299999999999,78.916,84.786,77.264,80.276,86.46,80.893,89.207,72.475,68.428,75.348,92.98299999999999,94.34799999999998
"Domestic Extraction Used - Primary Crops - Nuts, nes",544.8530000000001,549.321,594.1370000000002,549.8580000000001,660.2159999999999,624.046,724.552,648.4,741.485,717.1389999999999,732.183,710.989,816.9050000000001,799.422,816.3330000000001,753.2790000000001,786.5659999999999,826.401,808.531
Domestic Extraction Used - Primary Crops - Oats,28854.657,31202.678999999996,32225.959000000003,26582.602999996,24359.562,26098.625999999997,27335.284000000003,25423.867,26541.369000000002,26035.713,23696.631999999998,22611.936999999998,25805.580999999995,25862.840999999997,23344.913,19722.986999999997,22316.322000000004,21314.052999999996,23880.997
Domestic Extraction Used - Primary Crops - Oil Palm Fruit,88113.23000000001,93038.525,99157.531,98545.52500000001,114327.031,120359.80800000002,128734.251,135455.811,150143.852,163274.43800000002,181815.78,195534.09900000002,192978.73599999998,214138.089,218292.9,224570.03699999998,245573.719,255433.85,266478.732
Domestic Extraction Used - Primary Crops - Oilseeds nec,1748.4890000000003,1732.627,1882.312,1745.532,1875.497,1927.397,2152.179,2074.099,2102.0550000000003,2315.3419999999996,2380.239,2530.7590000000005,2473.3320000000003,2663.722,2835.273,2812.353,3292.6129999999994,3627.4739999999997,3637.6480000000006
Domestic Extraction Used - Primary Crops - Okra,5517.94,5569.331,5435.710000000001,5014.204000000001,5320.4580000000005,5229.28,5233.0599999999995,5314.001,5620.173,5807.445,5613.188000000001,6206.495,6548.659000000001,6437.008,6812.519000000001,7073.615,7837.386,9496.844,8689.499
Domestic Extraction Used - Primary Crops - Olives,10208.604,15377.365999999998,15108.113000000001,14471.475,14209.605,15623.430000000006,15480.199000000002,15629.592000000004,18393.423000000003,18010.81,15970.460999999998,18591.141999999996,16998.916999999998,18083.324,18869.914,19627.470999999998,20415.392999999996,16882.024999999998,20396.7
Domestic Extraction Used - Primary Crops - Onions,2996.736000000005,3023.386999999989,3017.82699999999,2946.7239999999774,3128.209000000007,3396.4889999999996,3609.0319999999997,3612.0809999999997,3740.466,4050.3309999999997,3776.3430000000003,4113.884,4040.0299999999993,4180.3369999999995,4172.561000000001,4140.691,4290.722,4285.7739999999985,4281.531000000001
"Domestic Extraction Used - Primary Crops - Onions, dry",39586.41599999923,40511.22200000016,40404.714999995784,45001.50500000027,48179.24400000108,49947.65700000001,51781.113000000005,52652.607,56410.117000000006,62524.40299999999,65686.332,68317.104,73137.03399999999,74500.56599999999,73774.88100000001,78924.85800000001,84308.183,82498.29899999997,85795.18999999999
Domestic Extraction Used - Primary Crops - Oranges,58475.61899999999,60817.104999999996,65706.138,61702.121999999996,61948.74300000001,63833.109,60127.38399999999,62126.596,59808.62700000001,65029.784999999996,63200.633,66148.89599999998,65702.187,69724.718,67995.343,69461.79800000001,71241.218,68817.475,71445.35299999999
Domestic Extraction Used - Primary Crops - Other Bastfibres,595.9599999999999,617.751,564.9590000000001,435.74100000000004,395.56700000000006,388.02400000000006,427.983,378.88800000000003,342.87500000000006,337.528,336.18699999999995,328.034,356.339,344.59000000000003,296.154,244.279,275.751,263.22400000000005,257.16900000000004
Domestic Extraction Used - Primary Crops - Other melons,15477.799,17299.178,16057.243000000002,17342.042,18148.07800000001,19466.509000000002,24015.057000000004,25165.22399999999,24745.27600000001,25053.115999999995,26726.061999999998,27821.358999999997,28733.25,30281.087999999996,26429.872000000003,31605.906,31802.252999999997,28384.233999999993,29462.541999999994
Domestic Extraction Used - Primary Crops - Papayas,5693.437,5419.174000000001,6389.642999999999,6624.818,6885.1900000000005,7274.750999999999,8595.545000000002,8418.412,8216.008,8789.599,8031.418000000001,8914.448,9530.456999999999,10018.257000000001,10779.28,11234.137,11357.439,12050.135,12420.585000000001
Domestic Extraction Used - Primary Crops - Peaches and Nectarines,10913.680999999999,11708.792,11394.757000000001,11487.545,13381.561000000002,13373.876,14039.421,14827.417999999998,14860.091999999999,16775.876999999997,17769.265999999996,18098.586000000003,19101.185999999994,19965.800000000007,20484.195000000003,20777.007999999998,21011.481999999996,20933.673000000003,21638.953999999994
Domestic Extraction Used - Primary Crops - Pears,12448.409999986001,13471.334000039,14110.712999992998,14890.364999960999,15380.188000025999,16252.927,16455.688,16942.166,17577.409000000003,18479.854999999996,19380.515999999996,19954.317000000003,20895.461,21206.933,22430.437000000005,22632.631000000005,24035.659,24311.085000000003,25203.753999999997
"Domestic Extraction Used - Primary Crops - Peas, Green",9753.972000017642,9518.044999969412,10327.635000026192,11068.042000017638,11756.640000017642,12522.487000000001,12666.869999999999,11990.058,12546.199999999997,12743.706999999997,13270.951999999997,14247.442000000001,14817.813999999998,15022.493999999999,16160.205000000002,16360.561,16986.974,17082.280000000002,17430.767
"Domestic Extraction Used - Primary Crops - Peas, dry",11480.240000000002,10878.362,12150.453000000001,12389.300999999998,10951.778999999999,10715.902,10364.449999999999,9636.122,9891.922999999999,11742.698999999997,11293.685,9820.399999999998,9389.020999999999,10073.351,10422.924999999996,10394.859999999997,9941.838999999998,10593.088999999998,11160.856
Domestic Extraction Used - Primary Crops - Pepper,237.442,239.69600000000003,235.469,257.651,304.058,315.431,360.331,396.85100000000006,421.379,427.099,445.27900000000005,466.456,462.075,445.39799999999997,457.97200000000004,448.638,450.42900000000003,451.632,472.526
Domestic Extraction Used - Primary Crops - Peppermint,57.682,60.832,56.760000000000005,65.41199999999999,88.30499999999999,43.1,60.755,60.84,114.98,75.13,69.05,91.285,73.435,71.855,59.409,80.731,62.895,106.36099999999999,95.161
Domestic Extraction Used - Primary Crops - Persimmons,1562.5629999999996,1634.493,1768.3999999999999,2045.509,2250.086,2391.664,2438.727,2684.0939999999996,2731.3919999999994,2897.8210000000004,3263.0220000000004,3335.7039999999993,3659.4750000000004,3881.942,3983.416,3945.081,4304.696,4589.1,4637.356999999999
Domestic Extraction Used - Primary Crops - Pigeon peas,2605.663,2773.8460000000005,3163.875,2359.045,3247.269,3259.4120000000003,2970.033,3171.289,3101.003,3290.173,3343.243,3887.231,3539.991,4338.703,3601.113,3919.728,4516.964,4238.455,4679.936
