,,0
2015,CA,0.8471749851264326
2015,CH,0.7168515969744413
2015,CN,0.3782052087999376
2015,CY,0.4080777507574275
2015,CZ,0.5383511492475287
2015,DE,0.5038804996481533
2015,DK,0.5032130829195552
2015,EE,0.36788689977124167
2015,ES,0.7866293940748805
2015,FI,0.4181919499876966
2015,FR,0.6101516201612662
2015,GB,0.681407649863316
2015,GR,0.7678353095172548
2015,HR,0.44206808216961924
2015,HU,0.4917493626672533
2015,ID,0.27415841422670256
2015,IE,0.679938075831542
2015,IN,0.1539354468588759
2015,IT,0.5734779745619271
2015,JP,0.6831227689396671
2015,KR,0.4356733528411952
2015,LT,0.3037897438461129
2015,LU,0.5697596858438609
2015,LV,0.3856349263329085
2015,MT,0.5178986569249371
2015,MX,0.38489273004096486
2015,NL,0.7109964551724233
2015,NO,0.5867763939807933
2015,PL,0.283004208315401
2015,PT,0.6337027946077797
2015,RO,0.29994070878055296
2015,RU,0.15472370492119975
2015,SE,0.5405508749962454
2015,SI,0.5398508986227154
2015,SK,0.5350279709128531
2015,TR,0.4803449229645405
2015,TW,0.24571380886493674
2015,US,0.8495424950091625
2015,WA,0.3151383444734463
2015,WE,0.17464190928509063
2015,WF,0.3566006038661362
2015,WL,0.4627189803863963
2015,WM,0.2669459821110964
2015,ZA,0.2906026274784294
2016,AT,0.4679761430115288
2016,AU,0.6306665834553207
2016,BE,0.7640301919267439
2016,BG,0.3737717907484466
2016,BR,0.6805899438446137
2016,CA,0.892632874693211
2016,CH,0.6967499028719887
2016,CN,0.39789521591027055
2016,CY,0.4437527078581737
2016,CZ,0.535827255614375
2016,DE,0.5250261663886888
2016,DK,0.5263194932443541
2016,EE,0.3627020807622893
2016,ES,0.7692529348858063
2016,FI,0.42974225743274586
2016,FR,0.572612255266721
2016,GB,0.6159515148232785
2016,GR,0.7945755122731611
2016,HR,0.46797661226535997
2016,HU,0.488428387959702
2016,ID,0.31022646417122124
2016,IE,0.7046289482053405
2016,IN,0.1666400716546517
2016,IT,0.5856270308560211
2016,JP,0.821296165019944
2016,KR,0.4485695813514746
2016,LT,0.316792656176898
2016,LU,0.5984886678324558
2016,LV,0.38460651656801925
2016,MT,0.5259639380983308
2016,MX,0.31583245138294624
2016,NL,0.7043464980488334
2016,NO,0.6163601622687354
2016,PL,0.2576164700336312
2016,PT,0.6333534861513941
2016,RO,0.28832105567207816
2016,RU,0.14461863740531855
2016,SE,0.5975285025395737
2016,SI,0.5672208230407791
2016,SK,0.49980786577751085
2016,TR,0.4856073290877935
2016,TW,0.2672313613600681
2016,US,0.9170154745169591
2016,WA,0.3241191372426916
2016,WE,0.16769643206220328
2016,WF,0.33840634460692237
2016,WL,0.4622702780324176
2016,WM,0.271427777415222
2016,ZA,0.27399101455033537
2017,AT,0.47505333868563243
2017,AU,0.68661420797114
2017,BE,0.8132026981770989
2017,BG,0.36635542070101107
2017,BR,0.7959069168407105
2017,CA,1.0058386745741827
2017,CH,0.6959971804793413
2017,CN,0.4429377173788783
2017,CY,0.4986315245330337
2017,CZ,0.5549706176196161
2017,DE,0.5638928277552131
2017,DK,0.5667435709974317
2017,EE,0.3658795787513252
2017,ES,0.768361451077462
2017,FI,0.45466883563697347
2017,FR,0.5425208178788427
2017,GB,0.6048278943070843
2017,GR,0.8471032948136343
2017,HR,0.5099399370726596
2017,HU,0.5036039130868698
2017,ID,0.35001405593998985
2017,IE,0.7523798730194583
2017,IN,0.19414948676764904
2017,IT,0.6153005525290959
2017,JP,0.8696171107374024
2017,KR,0.49113068483114625
2017,LT,0.3405359605789175
2017,LU,0.6483247120261207
2017,LV,0.39332156897187187
2017,MT,0.5499979390591379
2017,MX,0.2999033831794065
2017,NL,0.7146058093845857
2017,NO,0.691760087399233
2017,PL,0.25390400150333614
2017,PT,0.6493127912044521
2017,RO,0.2808803289873021
2017,RU,0.17228983057813263
2017,SE,0.6774060799286605
2017,SI,0.6146228893935651
2017,SK,0.47060775673985505
2017,TR,0.45521453166861114
2017,TW,0.3158069229229348
2017,US,1.0
2017,WA,0.34564291141378445
2017,WE,0.1834013031031508
2017,WF,0.35104215533421207
2017,WL,0.5191012531981537
2017,WM,0.281027252374932
2017,ZA,0.33260437565008216
